标题,房屋类型,面积,方向,层数,建造时间,社区,区,地址,总价,每平方价格,每平方价格带单位,总价带单位,建筑年龄,价格差异
黄河南路 交通便利 刚需两居 商业配套齐全 近地铁 满五,2室1厅1卫,93.57,南北,低层(共17层),2007.0,盛世年华,郑东新区,黄河南路黄河东路89号,155.0,16566,16566元/m²,155.0万元,18.0,0.00806199999999535
盛世年华 购物方便 装修好 大两房 医疗配套成熟 满五,2室2厅1卫,93.57,南北,低层(共17层),2007.0,盛世年华,郑东新区,黄河南路黄河东路89号,160.0,17100,17100元/m²,160.0万元,18.0,0.0046999999999854936
商品住宅 满五 临地铁 带电梯 购物方便 近医院,3室2厅1卫,120.0,南北,低层(共17层),2007.0,盛世年华,郑东新区,黄河南路黄河东路89号,220.0,18334,18334元/m²,220.0万元,18.0,0.008000000000009777
CBD 近医院 商品住宅 带电梯 双卫生间 满五 临地铁,3室1厅2卫,168.16,南,低层(共22层),2005.0,未来国际,郑东新区,CBD商务内环路25号,336.0,19981,19981元/m²,336.0万元,20.0,0.0004959999999982756
龙祥苑 购物方便 正南朝向 正规商品房 高楼层视野好 大两房,2室2厅1卫,82.31,东南,高层(共6层),2005.0,龙祥苑,郑东新区,兴荣街商鼎路,128.0,15551,15551元/m²,128.0万元,20.0,0.00028100000000108594
绿地新里花园二期 精装修 出行方便 电梯房 医疗配套成熟,3室3厅2卫,140.42,南北,低层(共34层),2015.0,绿地新里花园二期,郑东新区,列里路普惠路2号,260.0,18516,18516元/m²,260.0万元,10.0,0.0016719999999850188
鑫苑中央花园(西区) 近地铁 精装可拎包入住 产权清晰,4室2厅2卫,156.0,南北,低层(共11层),2005.0,鑫苑中央花园(西区),郑东新区,金水东路金水东路3号,219.0,14039,14039元/m²,219.0万元,20.0,0.008399999999994634
未来华庭 有电梯 近地铁 满五 大两居 装修好,2室2厅1卫,89.0,南,高层(共32层),2017.0,未来华庭,郑东新区,龙子湖文苑南路,168.0,18877,18877元/m²,168.0万元,8.0,0.0053000000000054115
商业配套成熟 南向采光好 临地铁 精装修 双卫格局 满五,3室2厅2卫,157.0,南,低层(共18层),2008.0,中凯华府,郑东新区,通泰路金水东路9号,293.0,18663,18663元/m²,293.0万元,17.0,0.00909999999998945
海马公园(A区) 小区新 装修好 近医院 商业配套齐全,2室2厅1卫,92.76,南,低层(共32层),2012.0,海马公园(A区),郑东新区,新东站片普惠路,200.0,21562,21562元/m²,200.0万元,13.0,0.009112000000015996
急售！南北通透，满五年，聚源路总校，总高11层,4室2厅2卫,151.62,南北,高层(共11层),2007.0,鑫苑中央花园(东区),郑东新区,金水东路金水东路7号,269.0,17742,17742元/m²,269.0万元,18.0,0.00420400000001564
5号线附近 电梯洋房 小区中间位置 高楼层采光好 看房方便,3室2厅2卫,140.0,南北,中层(共8层),2009.0,老街绿地郑东新苑二期,郑东新区,绿地老街天赋路28号,329.0,23500,23500元/m²,329.0万元,16.0,0.0
临地铁 满五 出行方便 电梯房 商品住宅 南北通透,3室2厅1卫,95.0,南北,低层(共17层),2011.0,东洲鸣翠苑,郑东新区,新东站片七里河南路,215.0,22632,22632元/m²,215.0万元,14.0,0.003999999999990678
鑫苑世纪东城东苑 满二 有电梯 正规商品房 商圈成熟,3室1厅1卫,91.0,南,中层(共27层),2013.0,鑫苑世纪东城东苑,郑东新区,东风南路安平路126号,112.0,12308,12308元/m²,112.0万元,12.0,0.0027999999999934744
总高5层洋房） 前后都是别墅 业主急售 随时看房,4室2厅2卫,133.0,南北,共5层,2018.0,鸿园梧桐苑,郑东新区,鸿园片区鸿苑路66号,268.0,20151,20151元/m²,268.0万元,7.0,0.008300000000019736
南北通透 平大三房，景观朝向玉 楼，随时看房,3室2厅2卫,162.05,南,中层(共25层),2006.0,海逸名门,郑东新区,CBD商务内环路22号,255.0,15736,15736元/m²,255.0万元,19.0,0.0018800000000283035
满五 医疗配套成熟 双卫 商业配套齐全 产权清晰 出行方便,4室2厅2卫,177.0,东,低层(共34层),2010.0,绿地新里花园一期,郑东新区,列里路永平路19号,279.0,15763,15763元/m²,279.0万元,15.0,0.005100000000027194
绿地新里花园一期 大两居 满五 朝南 中间楼层采光好,2室2厅1卫,89.0,南,中层(共34层),2010.0,绿地新里花园一期,郑东新区,列里路永平路19号,110.0,12360,12360元/m²,110.0万元,15.0,0.0040000000000048885
中南海知音 商业配套成熟 精装可拎包入住 近医院 带电梯,3室2厅1卫,132.0,南北,低层(共11层),2008.0,中南海知音,郑东新区,商都路商都路6号,166.0,12576,12576元/m²,166.0万元,17.0,0.003199999999992542
中南海知音 近地铁 带电梯 商品房 出行方便 商业配套齐全,3室2厅1卫,145.0,南北,低层(共25层),2008.0,中南海知音,郑东新区,商都路商都路6号,196.0,13518,13518元/m²,196.0万元,17.0,0.01099999999999568
广电天韵 不临街不临路 低楼层 安静 适合老人,2室2厅2卫,122.0,南北,低层(共27层),2017.0,广电天韵,郑东新区,龙子湖晨晖路1号,249.0,20410,20410元/m²,249.0万元,8.0,0.0020000000000095497
满五 产权清晰 双卫生间 带电梯 精装修,3室2厅2卫,128.0,东北,低层(共17层),2013.0,恒通新城,郑东新区,"金水东路郑开大道,近大有路",158.0,12344,12344元/m²,158.0万元,12.0,0.003199999999992542
祥盛街 朝南 交通便利 精装好房 满五 高楼层视野无遮挡,2室1厅1卫,88.56,南,高层(共30层),2014.0,中豪汇景湾,郑东新区,祥盛街祥盛街59号,165.0,18632,18632元/m²,165.0万元,11.0,0.004992000000015651
盛世年华 大两居 医疗配套成熟 满五 电梯房 南北通透,2室1厅1卫,94.33,南北,低层(共17层),2007.0,盛世年华,郑东新区,黄河南路黄河东路89号,160.0,16962,16962元/m²,160.0万元,18.0,0.0025459999999952743
盛世年华 有电梯 购物方便 满五 大两居 正规商品房,2室2厅1卫,91.17,西,高层(共17层),2007.0,盛世年华,郑东新区,黄河南路黄河东路89号,170.0,18647,18647元/m²,170.0万元,18.0,0.004698999999988018
96中（店长力推）品质楼盘，精装三室，业主诚心出售，东站旁,3室2厅2卫,154.0,南北,高层(共19层),2016.0,建业天筑,郑东新区,康平路康宁街58号,460.0,29871,29871元/m²,460.0万元,9.0,0.013399999999990087
碧桂园国控天誉 精装好房 电梯房 楼层好 车位充足,3室2厅1卫,98.2,南,中层(共15层),2020.0,碧桂园国控天誉,郑东新区,杨金片区文雅街9号,175.0,17821,17821元/m²,175.0万元,5.0,0.0022199999999941156
海马公园(D区) 精装修 高楼层视野好 房龄新 医疗配套成熟,2室2厅1卫,89.22,南,高层(共33层),2018.0,海马公园(D区),郑东新区,"新东站片普惠路,近商都路",205.0,22977,22977元/m²,205.0万元,7.0,0.0007939999999848624
停车方便 房龄新 电梯房 刚需两居 商圈成熟 正规商品房,2室2厅1卫,89.93,南,低层(共28层),2017.0,海马公园(C区),郑东新区,新东站片普惠路39号,192.0,21350,21350元/m²,192.0万元,8.0,0.000550000000032469
龙祥苑 双卫格局 商圈成熟 医疗配套成熟 南北通透 产权清晰,3室2厅2卫,131.0,南北,低层(共6层),2005.0,龙祥苑,郑东新区,兴荣街商鼎路,260.0,19848,19848元/m²,260.0万元,20.0,0.008800000000007913
雅居乐国际花园(西苑) 近地铁 满二 小三居 有电梯,3室2厅1卫,93.84,南,中层(共26层),2016.0,雅居乐国际花园(西苑),郑东新区,郑东新区周边象湖南路71号,109.0,11616,11616元/m²,109.0万元,9.0,0.004543999999995663
郑东新区周边 小区新 东南户型 小区绿化高 豪华精装 临地铁,3室2厅1卫,95.0,东南,高层(共26层),2016.0,雅居乐国际花园(西苑),郑东新区,郑东新区周边象湖南路71号,150.0,15790,15790元/m²,150.0万元,9.0,0.0049999999999954525
（正商好位置，性价比三房）精装直接入住，出门河大 。,3室2厅2卫,126.79,南北,高层(共27层),2016.0,正商书香华府,郑东新区,龙子湖行健街6号,230.0,18141,18141元/m²,230.0万元,9.0,0.009739000000024589
（店长力推）聚源路，东方名都通透三居室，随时可看。,3室2厅2卫,145.44,南,中层(共18层),2008.0,大地东方名都,郑东新区,兴荣街兴荣街17-30号,230.0,15815,15815元/m²,230.0万元,17.0,0.013360000000005812
大地东方名都 高楼层视野无遮挡 满五 双卫生间 近地铁,3室2厅2卫,143.0,南北,高层(共18层),2008.0,大地东方名都,郑东新区,兴荣街兴荣街17-30号,255.0,17833,17833元/m²,255.0万元,17.0,0.011899999999997135
精装可拎包入住 小区核心位置 业主急急急卖,3室2厅2卫,140.0,南北,低层(共8层),2018.0,老街绿地郑东新苑四期,郑东新区,绿地老街天赋路30号,322.0,23000,23000元/m²,322.0万元,7.0,0.0
鑫苑中央花园(东区) 带电梯 出行方便 满五 装修好,4室2厅1卫,145.01,南,低层(共16层),2007.0,鑫苑中央花园(东区),郑东新区,金水东路金水东路7号,235.0,16206,16206元/m²,235.0万元,18.0,0.0032060000000058153
房子是小区6号楼的 业主急售,4室2厅2卫,150.24,南北,中层(共18层),2008.0,鑫苑中央花园(东区),郑东新区,金水东路金水东路7号,260.0,17306,17306元/m²,260.0万元,17.0,0.005343999999979587
鑫苑中央花园(东区) 商业配套成熟 医疗配套成熟 商品住宅,3室2厅2卫,151.0,东,中层(共18层),2008.0,鑫苑中央花园(东区),郑东新区,金水东路金水东路7号,320.0,21193,21193元/m²,320.0万元,17.0,0.014299999999991542
碧桂园天琴湾 停车方便 装修好 次新房 带电梯 南向采光好,4室2厅2卫,172.0,南北,低层(共25层),2021.0,碧桂园天琴湾,郑东新区,龙子湖明理路,365.0,21221,21221元/m²,365.0万元,4.0,0.0011999999999829924
出行方便 高楼层采光充足 电梯房 产权清晰 近医院 临地铁,3室2厅1卫,130.06,南,高层(共22层),2009.0,聚龙城,郑东新区,金水东路祥盛街10号,205.0,15762,15762元/m²,205.0万元,16.0,0.000572000000005346
海马公园三期 中央空调地暖新风系统 不临街不临路,2室2厅1卫,90.45,南,高层(共33层),2017.0,海马公园(C区),郑东新区,新东站片普惠路39号,220.0,24323,24323元/m²,220.0万元,8.0,0.0015350000000182717
中建翰林苑 车位充足 满二 正南朝向 商品住宅 双卫生间,3室2厅2卫,129.0,南,低层(共17层),2019.0,中建翰林苑,郑东新区,金水东路郑信路,196.0,15194,15194元/m²,196.0万元,6.0,0.002600000000001046
房 东区顺驰 顶复 送楼台 阳光房 阁楼,5室2厅2卫,128.0,南,共5层,2006.0,第一大街水月湾小区,郑东新区,CBD天泽街,240.0,18750,18750元/m²,240.0万元,19.0,0.0
康平路 小三房 出行方便 满五 中间楼层 近地铁 近医院,3室1厅1卫,87.0,南,中层(共27层),2013.0,鑫苑世纪东城西苑,郑东新区,康平路康平路,110.0,12644,12644元/m²,110.0万元,12.0,0.0027999999999934744
郑东新区周边 南向采光好 满二 有电梯 双卫,3室2厅2卫,133.18,南北,高层(共8层),2019.0,融创美盛芳园,郑东新区,郑东新区周边和风街67号,220.0,16519,16519元/m²,220.0万元,6.0,4.199999997922532e-05
正南朝向 交通便捷 楼龄新 有电梯 产权清晰 刚需小三居,3室2厅1卫,90.64,南,低层(共25层),2018.0,国龙绿城怡园(2期),郑东新区,心怡路心怡路,126.0,13902,13902元/m²,126.0万元,7.0,0.007728000000000179
商业配套齐全 交通便利 产权清晰 临地铁 中间好楼层 近医院,3室2厅1卫,142.95,南北,中层(共20层),2008.0,东瑞园社区,郑东新区,康宁街农业东路109号,260.0,18189,18189元/m²,260.0万元,17.0,0.011754999999993743
万科溪望 次新小区 正规商品房 带电梯 双卫 满五,4室2厅2卫,143.0,南,低层(共11层),2021.0,万科溪望,郑东新区,郑东新区周边商都路,126.0,8812,8812元/m²,126.0万元,4.0,0.011600000000001387
CBD 楼层好 精装修 满五 双卫格局 产权清晰,3室2厅2卫,154.9,南北,中层(共25层),2010.0,海逸名门,郑东新区,CBD商务内环路22号,246.0,15882,15882元/m²,246.0万元,15.0,0.012180000000029167
新里卢浮公馆一期 双卫格局 临地铁 电梯房 南北通透,3室2厅2卫,164.99,南北,中层(共34层),2010.0,绿地新里花园一期,郑东新区,列里路永平路19号,240.0,14547,14547元/m²,240.0万元,15.0,0.010953000000029078
南北通透 商品房 近医院 带电梯 出行方便 近地铁,3室2厅1卫,176.0,南北,低层(共24层),2005.0,金成阳光世纪,郑东新区,CBD商务内环路19号,340.0,19319,19319元/m²,340.0万元,20.0,0.014400000000023283
产权清晰 有电梯 中间楼层采光好 临地铁 双卫生间 板楼.,3室2厅2卫,158.22,南北,中层(共25层),2007.0,金成阳光世纪,郑东新区,CBD商务内环路19号,238.0,15043,15043元/m²,238.0万元,18.0,0.010345999999998412
晖达新天地 满二 大两居 交通便捷 近地铁 小区新,2室2厅1卫,84.0,南,中层(共33层),2017.0,晖达新天地,郑东新区,新东站片七里河北路,129.0,15358,15358元/m²,129.0万元,8.0,0.0072000000000116415
好房！全新现代装修 复试 总高11层小高层,3室3厅2卫,139.0,南,高层(共11层),2010.0,晖达新领地(东区),郑东新区,"新东站片正光路,近心怡路",220.0,15828,15828元/m²,220.0万元,15.0,0.00919999999999277
杨金 精装洋房140多平 四叶草户型,4室2厅2卫,142.07,南北,高层(共7层),2020.0,碧桂园国控天誉,郑东新区,杨金片区文雅街9号,265.0,18653,18653元/m²,265.0万元,5.0,0.0031710000000089167
东风南路 交通便捷 满五 带电梯 商品住宅 近医院 大两居,3室2厅1卫,89.0,南,中层(共29层),2015.0,国龙绿城怡园(1期),郑东新区,东风南路心怡路,138.0,15506,15506元/m²,138.0万元,10.0,0.0033999999999991815
新里卢浮公馆二期 产权清晰 满五 近医院 交通便利 电梯房,3室2厅2卫,140.42,南北,低层(共34层),2011.0,绿地新里花园二期,郑东新区,列里路普惠路2号,200.0,14243,14243元/m²,200.0万元,14.0,0.00020599999999149077
总高11层 两梯三户 中间位置 临水系,3室2厅2卫,147.37,南,低层(共11层),2008.0,鑫苑中央花园(西区),郑东新区,金水东路金水东路3号,208.0,14115,14115元/m²,208.0万元,17.0,0.012754999999998518
地铁口康平96 纯朝南 两居室 采光很好 正商东方港湾,2室2厅1卫,83.0,南北,中层(共27层),2012.0,正商东方港湾,郑东新区,新东站片康平路9号,130.0,15663,15663元/m²,130.0万元,13.0,0.002900000000011005
带30平花园，地铁口，产权清晰 业主诚心出售,2室2厅1卫,88.57,南,低层(共25层),2009.0,博澳福泽门,郑东新区,商鼎路十里铺街6号,145.0,16372,16372元/m²,145.0万元,16.0,0.006803999999988264
购物方便 临地铁 出行方便 正南朝向 商品房 楼层好,2室2厅1卫,89.0,南,中层(共25层),2009.0,博澳福泽门,郑东新区,商鼎路十里铺街6号,135.0,15169,15169元/m²,135.0万元,16.0,0.004099999999993997
商都路 商品住宅 电梯房 大两居 满五 医疗配套成熟,2室2厅1卫,90.6,南北,高层(共26层),2013.0,中力七里湾,郑东新区,商都路通泰路109号,105.0,11590,11590元/m²,105.0万元,12.0,0.00539999999999452
绿地老街 带电梯 顶楼复式 送50平露台,5室2厅2卫,136.0,南,高层(共6层),2007.0,老街绿地郑东新苑二期,郑东新区,绿地老街天赋路28号,340.0,25000,25000元/m²,340.0万元,18.0,0.0
老街绿地郑东新苑四期 双卫生间 密度低 南北通透 房龄新,3室2厅2卫,140.27,南北,低层(共8层),2018.0,老街绿地郑东新苑四期,郑东新区,绿地老街天赋路30号,326.0,23241,23241元/m²,326.0万元,7.0,0.0015070000000036998
近医院 朝南 产权清晰 临地铁 双卫 满五,4室2厅2卫,155.5,南,低层(共6层),2007.0,鑫苑中央花园(东区),郑东新区,金水东路金水东路7号,270.0,17364,17364元/m²,270.0万元,18.0,0.010199999999997544
北龙湖北 万科未来时光 精装修三房两卫 全新房 随时看房,3室2厅2卫,129.18,南北,低层(共16层),2023.0,万科未来时光,郑东新区,"杨金片区东三环,近杨金路",220.0,17031,17031元/m²,220.0万元,2.0,0.006458000000009179
七里河畔，润城时光里，不临街不临路，业主诚心卖，看房有钥匙,3室2厅1卫,129.15,南北,高层(共26层),2014.0,润城时光里,郑东新区,通泰路永平路15号,145.0,11228,11228元/m²,145.0万元,11.0,0.009619999999983975
郑东新区地铁三号线 聚源路 海之音 南北通透双气大三房,3室2厅1卫,143.9,南北,高层(共11层),2008.0,中南海知音,郑东新区,商都路商都路6号,165.0,11467,11467元/m²,165.0万元,17.0,0.010130000000003747
超低密度 商品房 楼层好 双卫 得房率高 有电梯,3室2厅2卫,126.96,南,中层(共15层),2016.0,鸿园玉兰苑(东苑),郑东新区,鸿园片区东四环,160.0,12603,12603元/m²,160.0万元,9.0,0.0076880000000016935
大街舒水湾 临地铁 双卫生间 商品房 低容积 南北通透,3室2厅2卫,147.5,南北,共5层,2006.0,第一大街舒水湾,郑东新区,CBD天赋路17号,280.0,18984,18984元/m²,280.0万元,19.0,0.014000000000010004
